element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb,iter,year
L2848,pipe,0.15,32.669,8.891122126,0.887659555,0.651990137,0.409715686,0.677412859,0.679533527,0.246213455,142216.9302,16868.41992,0.676852412,,0.108877874,0.003332758,6,1
L1425,pipe,0.1,32.6235,8.910537014,0.883787048,0.651990137,0.405093148,0.676147557,0.674170724,0.246213455,142247.2181,16869.49023,0.675571593,,0.089462986,0.002742287,6,1
L2865,pipe,0.125,188.968,8.886957079,0.887808417,0.651990137,0.410354679,0.676192235,0.680436082,0.246213455,142214.9318,16867.49023,0.674567567,,0.113042921,0.000598212,6,1
L1156,pipe,0.15,269.7885,8.867391903,0.88742473,0.654808031,0.409927903,0.676295235,0.680245182,0.258893977,142352.0434,16911.36133,0.674440202,,0.132608097,0.000491526,6,1
L52,pipe,0.25,238.6955,8.898374769,0.887227646,0.651990137,0.408466277,0.680150637,0.678404745,0.246213455,142215.5237,16868.12695,0.68082907,,0.101625231,0.000425753,6,1
L1153,pipe,0.125,393.40925,8.892220109,0.887472953,0.651990137,0.409585322,0.676375086,0.679645122,0.246213455,142199.2142,16867.15234,0.674735747,,0.107779891,0.000273964,6,1
L2447,pipe,0.125,563.7645,8.898304242,0.887236032,0.651990137,0.408580043,0.680157683,0.678429171,0.246213455,142227.1848,16868.12891,0.680822913,,0.101695758,0.000180387,6,1
L60,pipe,0.063,503.066064,8.912854303,0.885151965,0.651990137,0.406055886,0.677714646,0.675445118,0.246213455,142240.0205,16869.39258,0.67754366,,0.087145697,0.000173229,6,1
L2847,pipe,0.125,824.945,8.869744248,0.889078985,0.651990137,0.411791563,0.679222518,0.682276099,0.246565692,142228.3555,16867.49219,0.679108682,,0.130255752,0.000157896,6,1
L3247,pipe,0.45,1345.25,8.882024729,0.888353545,0.651990137,0.410202642,0.678182899,0.680576452,0.246213455,142240.4323,16877.61914,0.677450394,,0.117975271,8.77E-05,6,1
L3246,pipe,0.45,1345.25,8.884627858,0.888101947,0.651990137,0.410039544,0.679825309,0.680407305,0.246213455,142229.2712,16868.51758,0.680082652,,0.115372142,8.58E-05,6,1
Leak_2392,leak,,904.6195526,8.929835479,0.851651739,0.571680169,0.494160696,0.612637937,0.58068076,0.168369144,164220.013,16770.72852,0.608909763,90,0.070164521,7.76E-05,6,1
Leak_1972,leak,,2534.705137,8.803661009,0.853802898,0.589644241,0.498644766,0.615002074,0.585361839,0.173300458,158058.185,16767.92578,0.612808337,110,0.196338991,7.75E-05,6,1
L1777,pipe,0.05,52.5245,8.995962849,0.849098022,0.571680169,0.49110546,0.604698039,0.576044759,0.168369144,164223.4126,16773.33594,0.595968444,,0.004037151,7.69E-05,6,1
Leak_623,leak,,2006.451635,8.84681257,0.851972526,0.589644241,0.49523312,0.611843125,0.581667652,0.173300458,157994.2828,16769.14453,0.606939982,110,0.15318743,7.63E-05,6,1
Leak_742,leak,,2280.666171,8.827552777,0.854117395,0.589292004,0.497638741,0.612364164,0.582935495,0.173300458,157999.8956,16760.19336,0.607348215,75,0.172447223,7.56E-05,6,1
Leak_1850,leak,,979.873056,8.926045276,0.850146346,0.571680169,0.487094276,0.614213581,0.577194141,0.168369144,164243.2353,16773.18945,0.610370642,110,0.073954724,7.55E-05,6,1
L453,pipe,0.05,110.4585,8.991747082,0.849689277,0.571680169,0.492004205,0.605785076,0.576949462,0.168369144,164227.3402,16773.32617,0.597694821,,0.008252918,7.47E-05,6,1
L761,pipe,0.063,1821.459604,8.864312816,0.850653735,0.589644241,0.496416483,0.609262866,0.583146417,0.173300458,158045.8102,16766.66211,0.604701832,,0.135687184,7.45E-05,6,1
L1975,pipe,0.15,37.96425,8.985923832,0.884644576,0.654808031,0.401420053,0.675335579,0.677019124,0.25959845,142215.9896,16900.19727,0.672665348,,0.014076168,0.000370774,7,1
Leak_707,leak,,2424.418469,8.822065075,0.853048105,0.589644241,0.497815294,0.613178883,0.584618526,0.173300458,158050.2281,16767.92188,0.609961059,110,0.177934925,7.34E-05,7,1
L1525,pipe,0.125,1683.1425,8.876955692,0.849901038,0.589644241,0.491611857,0.610107333,0.57702426,0.173300458,157985.4428,16772.70508,0.604223716,,0.123044308,7.31E-05,7,1
Leak_114,leak,,1621.283651,8.881731639,0.854094332,0.571680169,0.49594086,0.61649893,0.583642746,0.168721381,164177.7889,16769.39453,0.614855783,75,0.118268361,7.29E-05,7,1
L2446,pipe,0.1,1598.391,8.883761086,0.888164847,0.651990137,0.412030854,0.67909128,0.680551345,0.246213455,142240.8805,16879.48828,0.678819611,,0.116238914,7.27E-05,7,1
L2834,pipe,0.075,1208.506,8.913427975,0.854796709,0.571680169,0.496962442,0.612096879,0.581086357,0.168721381,164245.5058,16763.39648,0.607137234,,0.086572025,7.16E-05,7,1
Leak_1647,leak,,2089.842426,8.850602128,0.851959946,0.589996478,0.494442959,0.611467918,0.580664197,0.173300458,157938.3271,16770.53516,0.606352525,63,0.149397872,7.15E-05,7,1
Leak_769,leak,,2409.260101,8.832241443,0.852605713,0.589644241,0.496658815,0.612661813,0.583319653,0.173300458,157996.4181,16768.94336,0.608704731,40,0.167758557,6.96E-05,7,1
Leak_1932,leak,,2429.362539,8.831199263,0.852710545,0.589644241,0.498163856,0.611759137,0.584685147,0.173300458,157990.1648,16768.54297,0.608434907,110,0.168800737,6.95E-05,7,1
Leak_98,leak,,2164.080414,8.850969622,0.888764488,0.652342374,0.409615398,0.683380993,0.680829098,0.246917929,142131.4875,16857.65625,0.68565817,160,0.149030378,6.89E-05,8,1
Leak_38,leak,,643.8917913,8.955980675,0.838553984,0.571680169,0.471838827,0.59920677,0.560549489,0.169073617,164182.2592,16767.51758,0.585486868,75,0.044019325,6.84E-05,8,1
Leak_2405,leak,,2250.960523,8.846791865,0.852266056,0.589996478,0.492904527,0.612783714,0.578678567,0.173300458,157925.3785,16773.66211,0.607493892,75,0.153208135,6.81E-05,8,1
Leak_486,leak,,2004.938385,8.864422954,0.850651638,0.589644241,0.495763303,0.609265774,0.583140651,0.173300458,158061.8695,16766.64648,0.604704632,110,0.135577046,6.76E-05,8,1
Leak_1914,leak,,2423.183332,8.837073022,0.853054395,0.589644241,0.497035184,0.611424638,0.583046617,0.173300458,157991.8964,16770.44531,0.607103934,110,0.162926978,6.72E-05,8,1
Leak_773,leak,,2141.904221,8.857637573,0.853018752,0.589644241,0.494931566,0.609773505,0.580004434,0.173300458,157991.6885,16762.41211,0.603308223,63,0.142362427,6.65E-05,8,1
L1466,pipe,0.15,2971.45,8.804170213,0.854201261,0.589644241,0.496468831,0.616154366,0.581531842,0.173300458,157999.2534,16773.77734,0.613960672,,0.195829787,6.59E-05,8,1
Leak_1770,leak,,2531.637674,8.833417689,0.852542814,0.589644241,0.496937363,0.612341965,0.583712302,0.173300458,158001.9943,16768.04688,0.608342107,110,0.166582311,6.58E-05,8,1
Leak_731,leak,,2555.36339,8.832269365,0.85260152,0.589644241,0.496672056,0.612666007,0.583324423,0.173300458,158000.319,16768.94336,0.608705439,125,0.167730635,6.56E-05,8,1
Leak_1068,leak,,562.2941674,8.96352104,0.850846626,0.571680169,0.493659538,0.608248019,0.580713049,0.168721381,164215.4386,16769.5332,0.60189392,63,0.03647896,6.49E-05,8,1
L756,pipe,0.063,1607.538988,8.895725292,0.846925896,0.586474111,0.485470469,0.60755973,0.573075697,0.174357168,158691.7243,16765.25977,0.599549822,,0.104274708,6.49E-05,8,1
L2534,pipe,0.125,2703.00375,8.824682554,0.85363936,0.589644241,0.497934436,0.612415497,0.583905718,0.173300458,158017.435,16770.44336,0.608763204,,0.175317446,6.49E-05,8,1
Leak_553,leak,,2404.077808,8.844476304,0.852092034,0.589644241,0.498016398,0.610194285,0.584878562,0.173300458,157988.1479,16767.51953,0.606120704,75,0.155523696,6.47E-05,8,1
L1472,pipe,0.15,3168.364,8.795404379,0.854981214,0.589644241,0.497551033,0.616166221,0.583063862,0.173300458,157960.8363,16772.4707,0.613835429,,0.204595621,6.46E-05,8,1
L278,pipe,0.075,265.731,8.982858038,0.849905232,0.571680169,0.491838249,0.606899903,0.576852807,0.168369144,164242.8069,16773.3418,0.599454161,,0.017141962,6.45E-05,8,1
Leak_787,leak,,2497.133782,8.839368738,0.852479914,0.589644241,0.494522003,0.613105799,0.580420776,0.173300458,157990.0248,16771.8125,0.608529676,110,0.160631262,6.43E-05,8,1
Leak_2272,leak,,2248.699275,8.855448282,0.851689478,0.589996478,0.494132789,0.611140857,0.580143495,0.173300458,157939.5037,16771.26758,0.605974944,63,0.144551718,6.43E-05,8,1
Leak_1127,leak,,2510.172877,8.839253361,0.852484107,0.589644241,0.494554201,0.613094951,0.580424445,0.173300458,157972.2864,16771.82227,0.608528981,110,0.160746639,6.40E-05,8,1
L562,pipe,0.1,1186.029,8.924234359,0.853993693,0.571327932,0.496692506,0.61129217,0.580642077,0.168369144,164225.9153,16764.34766,0.606168653,,0.075765641,6.39E-05,8,1
Leak_1557,leak,,1557.109899,8.900723874,0.849446066,0.589644241,0.49005419,0.606426282,0.577407789,0.173300458,158039.132,16771.08398,0.598466553,63,0.099276126,6.38E-05,8,1
L1130,pipe,0.1,221.805,8.985901852,0.849919908,0.571680169,0.492684412,0.606444567,0.578003447,0.168369144,164274.3761,16771.39844,0.599344143,,0.014098148,6.36E-05,8,1
L1063,pipe,0.075,1972.59225,8.875873543,0.850699861,0.593871081,0.49191458,0.607164617,0.576231308,0.173652695,156870.3948,16775.39063,0.598885225,,0.124126457,6.29E-05,8,1
L1766,pipe,0.05,366.799,8.977093276,0.85039375,0.571680169,0.492739683,0.607518799,0.577700901,0.168369144,164229.2378,16773.33594,0.600553136,,0.022906724,6.25E-05,8,1
Leak_1975,leak,,2529.199515,8.842108315,0.852427498,0.589644241,0.497927278,0.610476053,0.58519589,0.173300458,157984.8096,16766.02734,0.605542353,110,0.157891685,6.24E-05,8,1
L894,pipe,0.063,675.8481,8.95784878,0.851184186,0.571680169,0.49492561,0.608723654,0.580482889,0.168721381,164224.6893,16771.41602,0.603079065,,0.04215122,6.24E-05,8,1
Leak_2199,leak,,1068.974404,8.933434772,0.852215737,0.571680169,0.494151189,0.611247883,0.581098937,0.168721381,164156.2558,16770.6875,0.606809808,63,0.066565228,6.23E-05,8,1
L1150,pipe,0.063,1427.312828,8.911153251,0.884091062,0.651990137,0.40566533,0.676387723,0.674889349,0.246213455,142223.3379,16858.7832,0.676115776,,0.088846749,6.22E-05,8,1
L1023,pipe,0.1,227.385,8.985981485,0.850148443,0.571680169,0.492888173,0.606342518,0.577768413,0.168721381,164174.6293,16773.33594,0.598814338,,0.014018515,6.17E-05,8,1
Leak_552,leak,,2404.077808,8.852891777,0.852161224,0.589644241,0.496421332,0.609985097,0.583292449,0.173300458,158002.271,16767.95313,0.604317667,75,0.147108223,6.12E-05,8,1
Leak_1976,leak,,2526.755532,8.846228112,0.851446267,0.589644241,0.497367692,0.610826712,0.584638968,0.173300458,158059.1181,16766.11914,0.606867775,110,0.153771888,6.09E-05,8,1
Leak_764,leak,,2219.811621,8.866051154,0.85146933,0.589644241,0.49305927,0.610708838,0.578585266,0.173300458,158003.0814,16772.93945,0.60471108,75,0.133948846,6.03E-05,8,1
Leak_1674,leak,,2512.460013,8.848415185,0.851324662,0.589644241,0.496476911,0.611080857,0.583273736,0.173300458,158048.2567,16767.43359,0.607362281,90,0.151584815,6.03E-05,8,1
Leak_723,leak,,2471.859481,8.852093189,0.851209346,0.589644241,0.495948241,0.610989264,0.582511605,0.173300458,158029.4855,16768.2793,0.606984527,63,0.147906811,5.98E-05,8,1
L1134,pipe,0.2,1635.264,8.902747034,0.886453983,0.651990137,0.409218707,0.672781154,0.678894836,0.246917929,142228.7548,16867.1543,0.669599151,,0.097252966,5.95E-05,8,1
L1022,pipe,0.05,811.425,8.951818804,0.849559285,0.571327932,0.488377421,0.61077141,0.576221087,0.169073617,164145.0408,16774.50391,0.605713403,,0.048181196,5.94E-05,8,1
L796,pipe,0.05,135.5865,8.991954599,0.849659924,0.571680169,0.491984092,0.605731115,0.576927448,0.168369144,164228.0914,16773.3418,0.597730199,,0.008045401,5.93E-05,8,1
Leak_777,leak,,2440.185174,8.855679858,0.852033328,0.589644241,0.496621632,0.609606536,0.583202817,0.173300458,157995.5093,16768.08008,0.60399449,63,0.144320142,5.91E-05,8,1
Leak_1896,leak,,2171.582162,8.871798648,0.87355541,0.58119056,0.449290536,0.654919418,0.632090231,0.174709405,161413.0537,16686.39063,0.663939565,75,0.128201352,5.90E-05,8,1
L2528,pipe,0.2,672.008,8.960355524,0.869976434,0.580838323,0.445724437,0.648703401,0.625936467,0.174709405,161498.8289,16678.44141,0.654663273,,0.039644476,5.90E-05,8,1
L2451,pipe,0.6,134.9,8.992052472,0.89098274,0.655160268,0.406917094,0.688478882,0.685449007,0.262064107,142162.9936,16896.18555,0.690497943,,0.007947528,5.89E-05,8,1
L61,pipe,0.05,1780.598,8.895450232,0.887154263,0.651990137,0.409600015,0.676479092,0.67920535,0.246565692,142217.7031,16857.30078,0.67598843,,0.104549768,5.87E-05,8,1
Leak_1966,leak,,2630.43605,8.845566203,0.852167514,0.589644241,0.497669729,0.610279671,0.583635146,0.173300458,157987.4072,16769.69922,0.606631207,160,0.154433797,5.87E-05,8,1
Leak_1977,leak,,2513.231833,8.852920869,0.852165417,0.589644241,0.496603128,0.609972068,0.583284167,0.173300458,157995.8667,16767.94336,0.604299967,110,0.147079131,5.85E-05,8,1
L1346,pipe,0.05,166.822,8.99024677,0.84898061,0.571680169,0.492952252,0.605899092,0.578879583,0.168369144,164251.9986,16769.52539,0.599033834,,0.00975323,5.85E-05,8,1
Leak_1937,leak,,2484.708335,8.855389186,0.851817374,0.589644241,0.496844638,0.609705286,0.582968045,0.173300458,158004.2902,16769.44141,0.604867737,110,0.144610814,5.82E-05,8,1
L367,pipe,0.05,1212.9495,8.930072761,0.85220735,0.571680169,0.493949925,0.61201714,0.581091546,0.168721381,164183.0245,16770.53516,0.607471865,,0.069927239,5.77E-05,8,1
Leak_2212,leak,,1087.901652,8.937705218,0.850913719,0.571680169,0.493420564,0.612235554,0.579953224,0.168721381,164200.6329,16771.5918,0.608787715,125,0.062294782,5.73E-05,8,1
Leak_1916,leak,,2526.755532,8.857598251,0.851720928,0.589644241,0.496448184,0.609732015,0.582445823,0.173300458,158044.3694,16769.3125,0.604802605,110,0.142401749,5.64E-05,8,1
L2858,pipe,0.075,223.635,8.987415712,0.849859105,0.571680169,0.492810853,0.60633838,0.578114097,0.168369144,164286.3482,16771.41016,0.599108429,,0.012584288,5.63E-05,8,1
Leak_1843,leak,,2362.348731,8.867330946,0.85078792,0.589644241,0.495372552,0.609461318,0.581574718,0.173300458,158043.8764,16769.26172,0.604483493,63,0.132669054,5.62E-05,8,1
Leak_2031,leak,,2439.314773,8.863311985,0.851584646,0.589644241,0.49451216,0.610196466,0.580405575,0.173300458,158008.0088,16771.05664,0.60429319,90,0.136688015,5.60E-05,8,1
L1152,pipe,0.075,1549.2205,8.913395998,0.884671833,0.651990137,0.406909237,0.67227566,0.676514408,0.246917929,142166.6936,16868.64844,0.668926689,,0.086604002,5.59E-05,8,1
Leak_3090,leak,,1506.403431,8.915891987,0.85358904,0.571327932,0.495866526,0.612578776,0.581777307,0.168721381,164204.6463,16761.36914,0.608093484,75,0.084108013,5.58E-05,8,1
Leak_2817,leak,,1465.119629,8.91867851,0.852741995,0.571327932,0.493426294,0.6137668,0.580298961,0.168721381,164207.8771,16772.26367,0.609688041,60,0.08132149,5.55E-05,8,1
Leak_548,leak,,3432.583896,8.810164629,0.872404351,0.601972526,0.449202774,0.651917653,0.630144753,0.178231772,154832.8472,16678.71875,0.660142276,350,0.189835371,5.53E-05,8,1
Leak_1946,leak,,2623.88365,8.855465483,0.851808987,0.589644241,0.496834423,0.609703273,0.582972605,0.173300458,158008.1646,16769.44336,0.604866685,160,0.144534517,5.51E-05,8,1
L2041,pipe,0.05,672.6975,8.962988887,0.851083547,0.571680169,0.494320857,0.608452957,0.579535939,0.168369144,164219.9305,16772.38867,0.602446064,,0.037011113,5.50E-05,8,1
Leak_729,leak,,2538.908855,8.860542924,0.851603516,0.589996478,0.494625223,0.61033598,0.580657697,0.173300458,157978.9541,16770.87109,0.604568319,125,0.139457076,5.49E-05,8,1
Leak_526,leak,,2322.716932,8.873401698,0.85041262,0.589644241,0.493494136,0.609781725,0.57973077,0.173300458,158041.6436,16770.21094,0.604494034,63,0.126598302,5.45E-05,8,1
Leak_1328,leak,,1557.28933,8.915543779,0.853092135,0.572032406,0.495162553,0.61210823,0.583532567,0.169073617,164157.1179,16769.38672,0.607940249,250,0.084456221,5.42E-05,8,1
L194,pipe,0.05,427.6995,8.976815383,0.876222345,0.587178584,0.437027882,0.654550921,0.648937,0.178584008,159499.3387,16656.9707,0.662941734,,0.023184617,5.42E-05,8,1
Leak_2003,leak,,2396.038493,8.871879969,0.851165316,0.589644241,0.493945153,0.609425754,0.579466907,0.173300458,157998.9153,16772.09766,0.60363138,63,0.128120031,5.35E-05,8,1
Leak_1918,leak,,2319.124575,8.876537029,0.849207048,0.589644241,0.493942186,0.609177424,0.581555691,0.173300458,158009.5316,16767.66406,0.604589297,110,0.123462971,5.32E-05,8,1
L1032,pipe,0.05,1588.997,8.915981976,0.853006173,0.571327932,0.495944725,0.612663547,0.582311061,0.169073617,164184.7353,16760.40039,0.608778064,,0.084018024,5.29E-05,8,1
Leak_1951,leak,,2549.101443,8.866371231,0.850553095,0.589644241,0.495848408,0.609314311,0.58264773,0.173300458,158054.8387,16767.33008,0.60460389,110,0.133628769,5.24E-05,8,1
Leak_1673,leak,,2510.610248,8.869224497,0.850555192,0.589644241,0.494292704,0.60990972,0.580526709,0.173300458,158055.8777,16769.36328,0.604919413,90,0.130775503,5.21E-05,8,1
L805,pipe,0.05,807.0625,8.958025296,0.851184186,0.571680169,0.494893589,0.60870548,0.580466483,0.168369144,164225.7272,16771.4082,0.603044678,,0.041974704,5.20E-05,8,1
Leak_1757,leak,,2552.076083,8.867306133,0.850561482,0.589644241,0.495759873,0.609212429,0.582493312,0.173300458,158041.3038,16767.43164,0.604425321,110,0.132693867,5.20E-05,8,1
Leak_1974,leak,,2525.531531,8.869299437,0.8511758,0.589644241,0.495062593,0.609165234,0.580953953,0.173300458,158047.6904,16770.09766,0.60357638,110,0.130700563,5.18E-05,8,1
Leak_717,leak,,2197.654991,8.886959191,0.85041262,0.589996478,0.493671776,0.60774985,0.579607958,0.173300458,158001.0594,16770.20508,0.600787877,63,0.113040809,5.14E-05,8,1
Leak_1941,leak,,2505.164286,8.871231513,0.850896946,0.589644241,0.495446349,0.608629824,0.58199389,0.173300458,158064.6443,16768.17188,0.603091643,110,0.128768487,5.14E-05,8,1
Leak_1934,leak,,1056.421252,8.946120602,0.846709941,0.571680169,0.48437866,0.610550983,0.572804601,0.169073617,164210.8181,16764.06836,0.605293586,110,0.053879398,5.10E-05,8,1
Leak_1056,leak,,2132.066502,8.89179512,0.850888559,0.589644241,0.493296486,0.607187991,0.578732346,0.173300458,158002.571,16771.85547,0.599338333,63,0.10820488,5.08E-05,8,1
Leak_2788,leak,,920.4144062,8.953337123,0.884003002,0.642831983,0.410304733,0.675350341,0.67134654,0.22437478,144254.1607,16767.23438,0.679963831,150,0.046662877,5.07E-05,8,1
Leak_771,leak,,2409.934726,8.87790176,0.850890656,0.589644241,0.493798119,0.608868983,0.579787169,0.173300458,157997.7444,16770.86719,0.602185488,40,0.12209824,5.07E-05,8,1
Leak_475,leak,,2383.972569,8.879291006,0.850314078,0.589644241,0.493003903,0.60950566,0.578666354,0.173300458,158040.3395,16771.25781,0.603666406,63,0.120708994,5.06E-05,8,1
L853,pipe,0.063,271.514628,8.986299984,0.850146346,0.571680169,0.492906161,0.606343021,0.577767522,0.168369144,164220.9622,16773.33789,0.598819474,,0.013700016,5.05E-05,8,1
L981,pipe,0.05,515.9965,8.974008209,0.850525839,0.571680169,0.493357691,0.607732907,0.578626937,0.168721381,164243.3244,16772.37109,0.601146034,,0.025991791,5.04E-05,8,1
L1780,pipe,0.05,2124.014,8.893373104,0.854754776,0.571327932,0.498455848,0.613721563,0.583058882,0.165903487,163588.9387,16761.58398,0.610153269,,0.106626896,5.02E-05,8,1
Leak_34,leak,,2293.465575,8.884912428,0.888041145,0.652342374,0.409751426,0.677305386,0.679927121,0.246565692,142191.6067,16867.80859,0.676647203,75,0.115087572,5.02E-05,8,1
Leak_541,leak,,2489.452557,8.875142008,0.850301498,0.589644241,0.49483289,0.608792264,0.581021465,0.173300458,158036.4243,16768.83008,0.603819731,75,0.124857992,5.02E-05,8,1
L1425,pipe,0.125,40.8135,8.997957073,0.893622419,0.655160268,0.410647377,0.692044352,0.68988698,0.262064107,142177.9425,16895.02734,0.695661568,,0.002042927,5.01E-05,8,1
L1477,pipe,0.15,2414.8575,8.879158383,0.850079253,0.589644241,0.491389332,0.60943101,0.576058387,0.173300458,158005.6518,16774.76953,0.603416291,,0.120841617,5.00E-05,8,1
Leak_468,leak,,2456.124635,8.878308706,0.850509066,0.589644241,0.494099152,0.608966615,0.579645331,0.173300458,158051.1186,16771.16211,0.603217093,63,0.121691294,4.95E-05,8,1
