Link,Length,Coef,aux,Link_id,Length_,Leak_id
L2483,29.66,0.00071,1,L2483_1,8.38,Leak_1857
L2483,87.67,0.0007,2,L2483_2,58.01,Leak_1858
L2484,4.82,0.00003,0,L2484,4.82,Leak_1859
L2487,65.52,0.00121,0,L2487,65.52,Leak_1860
L2487,94.58,0.00113,1,L2487_1,29.06,Leak_1861
L2489,64.2,0.0006,0,L2489,64.2,Leak_1862
L2489,96.18,0.00058,1,L2489_1,31.98,Leak_1863
L249,70.55,0.00058,0,L249,70.55,Leak_1864
L2490,7.87,0.000025,0,L2490,7.87,Leak_1865
L2491,25.17,0.00019,0,L2491,25.17,Leak_1866
L2493,23.29,0.03133,0,L2493,23.29,Leak_1867
L2494,1.18,0.000039,0,L2494,1.18,Leak_1868
L2495,9.88,0.0018,0,L2495,9.88,Leak_1869
L2495,59.42,0.00191,1,L2495_1,49.54,Leak_1870
L2498,31.08,0.00052,0,L2498,31.08,Leak_1871
L2498,62.31,0.00049,1,L2498_1,31.23,Leak_1872
L2499,8.24,0.00117,0,L2499,8.24,Leak_1873
L25,39.02,0.00487,0,L25,39.02,Leak_1874
L250,235.75,0.00254,0,L250,235.75,Leak_1875
L250,238.96,0.00212,1,L250_1,3.21,Leak_1876
L2500,25.83,0.000037,0,L2500,25.83,Leak_1877
L2501,2.11,0.000052,0,L2501,2.11,Leak_1878
L2502,24.41,0.00132,0,L2502,24.41,Leak_1879
L2502,115.67,0.00139,1,L2502_1,91.26,Leak_1880
L2504,120.35,0.00132,0,L2504,120.35,Leak_1881
L2504,131.74,0.00159,1,L2504_1,11.39,Leak_1882
L2506,102.95,0.000024,0,L2506,102.95,Leak_1883
L2506,227.65,0.000025,1,L2506_1,124.7,Leak_1884
L2506,235.22,0.000022,2,L2506_2,7.57,Leak_1885
L2507,259.31,0.00436,0,L2507,259.31,Leak_1886
L2509,116.04,0.00705,0,L2509,116.04,Leak_1887
L251,24.06,0.00112,0,L251,24.06,Leak_1888
L251,45.19,0.00125,1,L251_1,21.13,Leak_1889
L2510,3.55,0.000067,0,L2510,3.55,Leak_1890
L2511,34.79,0.00044,0,L2511,34.79,Leak_1891
L2512,7.77,0.00015,0,L2512,7.77,Leak_1892
L2513,5.09,0.00023,0,L2513,5.09,Leak_1893
L2514,23.09,0.00249,0,L2514,23.09,Leak_1894
L2515,182.61,0.00489,0,L2515,182.61,Leak_1895
L2519,125.53,0.00601,0,L2519,125.53,Leak_1896
L2519,154.79,0.05816,1,L2519_1,29.26,Leak_1897
L2520,28.6,0.00203,0,L2520,28.6,Leak_1898
L2522,4.35,0.00261,0,L2522,4.35,Leak_1899
L2524,10.76,0.00023,0,L2524,10.76,Leak_1900
L2525,124.48,0.0044,0,L2525,124.48,Leak_1901
L2526,1.46,0.00029,0,L2526,1.46,Leak_1902
L2526,5.82,0.0003,1,L2526_1,4.36,Leak_1903
L2527,14.74,0.000028,0,L2527,14.74,Leak_1904
L2527,23.24,0.000029,1,L2527_1,8.5,Leak_1905
L2528,0.8,0.000094,0,L2528,0.8,Leak_1906
L2528,6.68,0.000094,1,L2528_1,5.88,Leak_1907
L253,61.6,0.00116,0,L253,61.6,Leak_1908
L2530,39.74,0.00203,0,L2530,39.74,Leak_1909
L2531,2.57,0.00034,0,L2531,2.57,Leak_1910
L2531,20.74,0.00032,1,L2531_1,18.17,Leak_1911
L2532,42.16,0.00135,0,L2532,42.16,Leak_1912
L2533,1.23,0.00014,0,L2533,1.23,Leak_1913
L2534,1.76,0.00295,0,L2534,1.76,Leak_1914
L2535,46.49,0.00186,0,L2535,46.49,Leak_1915
L2538,39.22,0.00128,0,L2538,39.22,Leak_1916
L2540,42.51,0.00164,0,L2540,42.51,Leak_1917
L2544,79.47,0.00466,0,L2544,79.47,Leak_1918
L2545,23.25,0.11524,0,L2545,23.25,Leak_1919
L2547,43.51,0.000061,0,L2547,43.51,Leak_1920
L2547,102.5,0.00005,1,L2547_1,58.99,Leak_1921
L2549,11.18,0.00069,0,L2549,11.18,Leak_1922
L2549,22.38,0.00075,1,L2549_1,11.2,Leak_1923
L2549,88.03,0.00079,2,L2549_2,65.65,Leak_1924
L2550,29.72,0.00017,0,L2550,29.72,Leak_1925
L2550,39.6,0.00018,1,L2550_1,9.88,Leak_1926
L2551,56.85,0.01132,0,L2551,56.85,Leak_1927
L2551,93.36,0.00078,1,L2551_1,36.51,Leak_1928
L2551,108.95,0.00066,2,L2551_2,15.59,Leak_1929
L2551,111.64,0.00067,3,L2551_3,2.69,Leak_1930
L2553,0.64,0.05631,0,L2553,0.64,Leak_1931
L2553,83.47,0.00285,1,L2553_1,82.83,Leak_1932
L2554,18.34,0.00054,0,L2554,18.34,Leak_1933
L2554,32.27,0.03683,1,L2554_1,13.93,Leak_1934
L2554,38.62,0.00049,2,L2554_2,6.35,Leak_1935
L2555,25.46,0.00032,0,L2555,25.46,Leak_1936
L2559,20.05,0.00196,0,L2559,20.05,Leak_1937
L2559,76.52,0.00232,1,L2559_1,56.47,Leak_1938
L256,61.75,0.00224,0,L256,61.75,Leak_1939
L256,125.39,0.00233,1,L256_1,63.64,Leak_1940
L2560,130.67,0.00163,0,L2560,130.67,Leak_1941
L2561,2.63,0.00023,0,L2561,2.63,Leak_1942
L2562,8.54,0.00031,0,L2562,8.54,Leak_1943
L2562,12.46,0.00031,1,L2562_1,3.92,Leak_1944
L2563,144.89,0.00275,0,L2563,144.89,Leak_1945
L2565,118.78,0.00205,0,L2565,118.78,Leak_1946
L2565,149.82,0.00212,1,L2565_1,31.04,Leak_1947
L2567,2.36,0.000082,0,L2567,2.36,Leak_1948
L2568,14.83,0.00017,0,L2568,14.83,Leak_1949
L2568,51.7,0.00017,1,L2568_1,36.87,Leak_1950
L2571,2.19,0.00091,0,L2571,2.19,Leak_1951
L2573,8.06,0.000069,0,L2573,8.06,Leak_1952
L2575,6.47,0.00013,0,L2575,6.47,Leak_1953
L2575,7.77,0.00011,1,L2575_1,1.3,Leak_1954
L2576,4.54,0.0005,0,L2576,4.54,Leak_1955
L2576,38.03,0.00048,1,L2576_1,33.49,Leak_1956
L2577,9.57,0.00156,0,L2577,9.57,Leak_1957
L2577,69.09,0.0018,1,L2577_1,59.52,Leak_1958
L2577,72.74,0.00178,2,L2577_2,3.65,Leak_1959
L2578,13.11,0.00097,0,L2578,13.11,Leak_1960
L2579,1.12,0.00205,0,L2579,1.12,Leak_1961
L2580,102.56,0.00332,0,L2580,102.56,Leak_1962
L2584,12.27,0.00077,0,L2584,12.27,Leak_1963
L2584,62.74,0.00075,1,L2584_1,50.47,Leak_1964
L2586,66.06,0.00169,0,L2586,66.06,Leak_1965
L2586,69.8,0.00194,1,L2586_1,3.74,Leak_1966
L2588,59.25,0.00037,0,L2588,59.25,Leak_1967
L259,1.82,0.00016,0,L259,1.82,Leak_1968
L2592,5.53,0.00231,0,L2592,5.53,Leak_1969
L2592,129.04,0.00253,1,L2592_1,123.51,Leak_1970
L2595,70.76,0.00095,0,L2595,70.76,Leak_1971
L2595,114.19,0.00115,1,L2595_1,43.43,Leak_1972
L2595,155.73,0.00105,2,L2595_2,41.54,Leak_1973
L2596,32.59,0.0013,0,L2596,32.59,Leak_1974
L2596,35.03,0.00124,1,L2596_1,2.44,Leak_1975
L2596,122.26,0.00128,2,L2596_2,87.23,Leak_1976
L2597,16.3,0.0015,0,L2597,16.3,Leak_1977
L2597,97.6,0.00143,1,L2597_1,81.3,Leak_1978
L2599,47.6,0.00059,0,L2599,47.6,Leak_1979
L26,3.47,0.00024,0,L26,3.47,Leak_1980
L26,5.25,0.00021,1,L26_1,1.78,Leak_1981
L260,70.87,0.00054,0,L260,70.87,Leak_1982
L260,79.31,0.00053,1,L260_1,8.44,Leak_1983
L260,86.21,0.00048,2,L260_2,6.9,Leak_1984
L2600,21.73,0.00048,0,L2600,21.73,Leak_1985
L2600,61.86,0.00052,1,L2600_1,40.13,Leak_1986
L2602,62.92,0.00215,0,L2602,62.92,Leak_1987
L2603,2.56,0.01402,0,L2603,2.56,Leak_1988
L2603,9.06,0.00064,1,L2603_1,6.5,Leak_1989
L2604,5.44,0.00012,0,L2604,5.44,Leak_1990
L2608,13.13,0.00287,0,L2608,13.13,Leak_1991
L2608,61.88,0.00325,1,L2608_1,48.75,Leak_1992
L2610,139.76,0.00203,0,L2610,139.76,Leak_1993
L2610,147.86,0.00231,1,L2610_1,8.1,Leak_1994
L2612,37.03,0.00138,0,L2612,37.03,Leak_1995
L2612,131.82,0.00151,1,L2612_1,94.79,Leak_1996
L2613,14.56,0.00293,0,L2613,14.56,Leak_1997
L2614,6.81,0.00349,0,L2614,6.81,Leak_1998
L2616,432.49,0.00422,0,L2616,432.49,Leak_1999
L2616,742.15,0.00415,1,L2616_1,309.66,Leak_2000
L2616,841.08,0.00448,2,L2616_2,98.93,Leak_2001
L2616,977.21,0.0048,3,L2616_3,136.13,Leak_2002
L2618,52.58,0.00208,0,L2618,52.58,Leak_2003
L2620,95.48,0.00129,0,L2620,95.48,Leak_2004
L2620,199.91,0.00119,1,L2620_1,104.43,Leak_2005
L2621,52.39,0.00236,0,L2621,52.39,Leak_2006
L2621,187.72,0.00217,1,L2621_1,135.33,Leak_2007
L2621,234.91,0.00235,2,L2621_2,47.19,Leak_2008
L2621,473.25,0.00192,3,L2621_3,238.34,Leak_2009
L2621,575.54,0.00201,4,L2621_4,102.29,Leak_2010
L2621,576.2,0.00194,5,L2621_5,0.66,Leak_2011
L2621,616.12,0.0023,6,L2621_6,39.92,Leak_2012
L2622,7.11,0.00117,0,L2622,7.11,Leak_2013
L2623,83.46,0.0024,0,L2623,83.46,Leak_2014
L2624,56.82,0.00067,0,L2624,56.82,Leak_2015
L2624,231.04,0.00063,1,L2624_1,174.22,Leak_2016
L2624,231.54,0.00066,2,L2624_2,0.5,Leak_2017
L2625,154.7,0.00275,0,L2625,154.7,Leak_2018
L2626,45,0.00065,0,L2626,45,Leak_2019
L2627,8.04,0.0001,0,L2627,8.04,Leak_2020
L2629,64.44,0.00116,0,L2629,64.44,Leak_2021
L263,34.25,0.00147,0,L263,34.25,Leak_2022
L2630,5.75,0.00069,0,L2630,5.75,Leak_2023
L2631,1.35,0.00012,0,L2631,1.35,Leak_2024
L2632,17.29,0.0003,0,L2632,17.29,Leak_2025
L2633,29.3,0.00022,0,L2633,29.3,Leak_2026
L2633,38.69,0.00022,1,L2633_1,9.39,Leak_2027
L2634,0.25,0.00018,0,L2634,0.25,Leak_2028
L2638,52.17,0.00382,0,L2638,52.17,Leak_2029
L2638,88.57,0.00188,1,L2638_1,36.4,Leak_2030
L2638,118.68,0.00203,2,L2638_2,30.11,Leak_2031
L2639,89.4,0.00218,0,L2639,89.4,Leak_2032
L2639,114.8,0.00081,1,L2639_1,25.4,Leak_2033
L2640,10.94,0.00011,0,L2640,10.94,Leak_2034
L2640,16.07,0.00011,1,L2640_1,5.13,Leak_2035
L2642,0.69,0.00091,0,L2642,0.69,Leak_2036
L2643,3.87,0.00019,0,L2643,3.87,Leak_2037
L2644,3.18,0.00036,0,L2644,3.18,Leak_2038
L2646,14.79,0.03127,0,L2646,14.79,Leak_2039
L2647,4.95,0.000049,0,L2647,4.95,Leak_2040
L2648,75.76,0.00524,0,L2648,75.76,Leak_2041
L2649,27.05,0.00283,0,L2649,27.05,Leak_2042
L265,5.23,0.00022,0,L265,5.23,Leak_2043
L2650,8.66,0.00169,0,L2650,8.66,Leak_2044
L2650,76.83,0.00183,1,L2650_1,68.17,Leak_2045
L2651,5.21,0.00019,0,L2651,5.21,Leak_2046
L2652,0.49,0.000007,0,L2652,0.49,Leak_2047
L2652,5.54,0.000007,1,L2652_1,5.05,Leak_2048
L2653,0.51,0.00005,0,L2653,0.51,Leak_2049
L2654,5.71,0.0001,0,L2654,5.71,Leak_2050
L2654,24.97,0.00011,1,L2654_1,19.26,Leak_2051
L2656,9.92,0.00075,0,L2656,9.92,Leak_2052
L2656,132.1,0.00081,1,L2656_1,122.18,Leak_2053
L2656,146.44,0.00082,2,L2656_2,14.34,Leak_2054
L2657,140.31,0.00226,0,L2657,140.31,Leak_2055
L2657,273.71,0.00209,1,L2657_1,133.4,Leak_2056
L2658,22.99,0.00063,0,L2658,22.99,Leak_2057
L266,45.8,0.00104,0,L266,45.8,Leak_2058
L2661,12.93,0.0003,0,L2661,12.93,Leak_2059
L2661,20.44,0.00028,1,L2661_1,7.51,Leak_2060
L2662,52.04,0.00188,0,L2662,52.04,Leak_2061
L2662,135.47,0.00212,1,L2662_1,83.43,Leak_2062
L2662,141.24,0.00187,2,L2662_2,5.77,Leak_2063
L2663,97.75,0.00523,0,L2663,97.75,Leak_2064
L2664,19.81,0.00023,0,L2664,19.81,Leak_2065
L2664,36.21,0.00025,1,L2664_1,16.4,Leak_2066
L2665,7.97,0.0171,0,L2665,7.97,Leak_2067
L2665,85.75,0.00126,1,L2665_1,77.78,Leak_2068
L2665,96.27,0.00119,2,L2665_2,10.52,Leak_2069
L267,9.73,0.00013,0,L267,9.73,Leak_2070
L267,12.06,0.00014,1,L267_1,2.33,Leak_2071
L2670,19.85,0.0003,0,L2670,19.85,Leak_2072
L2671,23.48,0.00068,0,L2671,23.48,Leak_2073
L2672,0.91,0.00014,0,L2672,0.91,Leak_2074
L2674,3.97,0.00011,0,L2674,3.97,Leak_2075
L2675,4.91,0.000004,0,L2675,4.91,Leak_2076
L2677,78.84,0.00214,0,L2677,78.84,Leak_2077
L2677,96.06,0.0019,1,L2677_1,17.22,Leak_2078
L2678,27.48,0.00149,0,L2678,27.48,Leak_2079
L2678,81.92,0.00132,1,L2678_1,54.44,Leak_2080
L2678,132.16,0.00125,2,L2678_2,50.24,Leak_2081
L2678,202.64,0.00154,3,L2678_3,70.48,Leak_2082
L2679,90.71,0.000081,0,L2679,90.71,Leak_2083
L2679,154.76,0.00007,1,L2679_1,64.05,Leak_2084
L2681,78.3,0.00335,0,L2681,78.3,Leak_2085
L2681,179.87,0.00316,1,L2681_1,101.57,Leak_2086
L2682,239.24,0.002,0,L2682,239.24,Leak_2087
L2682,241.16,0.00189,1,L2682_1,1.92,Leak_2088
L2684,6.45,0.00882,0,L2684,6.45,Leak_2089
L2684,7.58,0.00016,1,L2684_1,1.13,Leak_2090
L2686,6.79,0.00013,0,L2686,6.79,Leak_2091
L2687,0.97,0.0018,0,L2687,0.97,Leak_2092
L2687,65.6,0.00183,1,L2687_1,64.63,Leak_2093
L2687,203.09,0.00198,2,L2687_2,137.49,Leak_2094
L2688,3.25,0.00017,0,L2688,3.25,Leak_2095
L269,0.38,0.00019,0,L269,0.38,Leak_2096
L269,3.03,0.00021,1,L269_1,2.65,Leak_2097
L2691,0.35,0.00022,0,L2691,0.35,Leak_2098
L2692,69.34,0.0006,0,L2692,69.34,Leak_2099
L2692,118.95,0.0006,1,L2692_1,49.61,Leak_2100
L2693,70.21,0.00247,0,L2693,70.21,Leak_2101
L2694,18.44,0.00125,0,L2694,18.44,Leak_2102
L2694,42.13,0.00125,1,L2694_1,23.69,Leak_2103
L2694,107.28,0.01862,2,L2694_2,65.15,Leak_2104
L2695,74.75,0.00103,0,L2695,74.75,Leak_2105
L2696,2.07,0.00109,0,L2696,2.07,Leak_2106
L2696,2.33,0.00132,1,L2696_1,0.26,Leak_2107
L2696,32.98,0.00134,2,L2696_2,30.65,Leak_2108
L2696,174.24,0.00126,3,L2696_3,141.26,Leak_2109
L2697,48.51,0.00041,0,L2697,48.51,Leak_2110
L2697,85.77,0.00037,1,L2697_1,37.26,Leak_2111
L2697,106.6,0.00042,2,L2697_2,20.83,Leak_2112
L2699,2.51,0.00015,0,L2699,2.51,Leak_2113
L27,40.66,0.00226,0,L27,40.66,Leak_2114
L270,54.81,0.00092,0,L270,54.81,Leak_2115
L270,63.79,0.00087,1,L270_1,8.98,Leak_2116
L2704,23.11,0.00064,0,L2704,23.11,Leak_2117
L2705,33.13,0.0014,0,L2705,33.13,Leak_2118
L2706,15.71,0.00088,0,L2706,15.71,Leak_2119
L271,155.61,0.00163,0,L271,155.61,Leak_2120
L271,163.57,0.00192,1,L271_1,7.96,Leak_2121
L2711,1.78,0.0003,0,L2711,1.78,Leak_2122
L2711,25.19,0.00025,1,L2711_1,23.41,Leak_2123
L2712,0.1,0.0004,0,L2712,0.1,Leak_2124
L2713,105.09,0.01337,0,L2713,105.09,Leak_2125
L2714,2.06,0.00085,0,L2714,2.06,Leak_2126
L2716,6.61,0.03114,0,L2716,6.61,Leak_2127
L2716,9.59,0.0009,1,L2716_1,2.98,Leak_2128
L2717,27.77,0.00124,0,L2717,27.77,Leak_2129
L2718,91.39,0.00251,0,L2718,91.39,Leak_2130
L2719,13.47,0.00066,0,L2719,13.47,Leak_2131
L2719,30.34,0.00073,1,L2719_1,16.87,Leak_2132
L2719,45.21,0.0007,2,L2719_2,14.87,Leak_2133
L2721,1.19,0.00009,0,L2721,1.19,Leak_2134
L2725,12.95,0.0022,0,L2725,12.95,Leak_2135
L2725,118.21,0.00225,1,L2725_1,105.26,Leak_2136
L2725,130.35,0.00225,2,L2725_2,12.14,Leak_2137
L2725,200.53,0.00195,3,L2725_3,70.18,Leak_2138
L2728,36.41,0.01419,0,L2728,36.41,Leak_2139
L2728,40.88,0.00136,1,L2728_1,4.47,Leak_2140
L273,11.59,0.00043,0,L273,11.59,Leak_2141
L2730,20.96,0.0017,0,L2730,20.96,Leak_2142
L2730,115.44,0.00181,1,L2730_1,94.48,Leak_2143
L2730,236.88,0.00185,2,L2730_2,121.44,Leak_2144
L2731,1,0.000007,0,L2731,1,Leak_2145
L2732,40.1,0.00256,0,L2732,40.1,Leak_2146
L2732,58.61,0.04739,1,L2732_1,18.51,Leak_2147
L2734,125.47,0.01545,0,L2734,125.47,Leak_2148
L2734,223.86,0.00422,1,L2734_1,98.39,Leak_2149
L2735,25.61,0.00098,0,L2735,25.61,Leak_2150
L2735,33.46,0.00088,1,L2735_1,7.85,Leak_2151
L2736,5.09,0.00103,0,L2736,5.09,Leak_2152
L2739,34.44,0.05238,0,L2739,34.44,Leak_2153
L2741,16.74,0.00211,0,L2741,16.74,Leak_2154
L2742,31.68,0.00113,0,L2742,31.68,Leak_2155
L2742,42.97,0.00102,1,L2742_1,11.29,Leak_2156
L2742,93.89,0.00105,2,L2742_2,50.92,Leak_2157
L2746,11.93,0.00104,0,L2746,11.93,Leak_2158
L2746,50.04,0.00108,1,L2746_1,38.11,Leak_2159
L2747,183.27,0.00177,0,L2747,183.27,Leak_2160
L2748,1.07,0.00011,0,L2748,1.07,Leak_2161
L2750,4.08,0.00031,0,L2750,4.08,Leak_2162
L2752,2.18,0.00025,0,L2752,2.18,Leak_2163
L2753,34.29,0.00034,0,L2753,34.29,Leak_2164
L2753,37.28,0.00038,1,L2753_1,2.99,Leak_2165
L2754,93.1,0.00562,0,L2754,93.1,Leak_2166
L2755,8.1,0.00021,0,L2755,8.1,Leak_2167
L2755,15.09,0.00023,1,L2755_1,6.99,Leak_2168
L2756,2.14,0.00029,0,L2756,2.14,Leak_2169
L2757,37.77,0.00112,0,L2757,37.77,Leak_2170
L2758,4.45,0.000039,0,L2758,4.45,Leak_2171
L2759,20.68,0.00013,0,L2759,20.68,Leak_2172
L276,7.79,0.00065,0,L276,7.79,Leak_2173
L276,54.99,0.00062,1,L276_1,47.2,Leak_2174
L2760,0.71,0.000063,0,L2760,0.71,Leak_2175
L2761,0.92,0.000095,0,L2761,0.92,Leak_2176
L2764,3.07,0.000026,0,L2764,3.07,Leak_2177
L2766,5.67,0.000039,0,L2766,5.67,Leak_2178
L2767,31.99,0.0016,0,L2767,31.99,Leak_2179
L2768,0.58,0.000057,0,L2768,0.58,Leak_2180
L2769,157.44,0.00325,0,L2769,157.44,Leak_2181
L277,0.5,0.000034,0,L277,0.5,Leak_2182
L2770,3.26,0.000075,0,L2770,3.26,Leak_2183
L2771,14.46,0.0014,0,L2771,14.46,Leak_2184
L2772,21.18,0.0007,0,L2772,21.18,Leak_2185
L2772,34.61,0.00061,1,L2772_1,13.43,Leak_2186
L2774,2.79,0.0001,0,L2774,2.79,Leak_2187
L2775,43.23,0.00156,0,L2775,43.23,Leak_2188
L2775,64.94,0.00155,1,L2775_1,21.71,Leak_2189
L2776,73.31,0.00162,0,L2776,73.31,Leak_2190
L2776,82.43,0.00138,1,L2776_1,9.12,Leak_2191
L2778,2.36,0.000039,0,L2778,2.36,Leak_2192
L2780,44.11,0.00141,0,L2780,44.11,Leak_2193
L2780,109.58,0.00135,1,L2780_1,65.47,Leak_2194
L2780,241.74,0.00164,2,L2780_2,132.16,Leak_2195
L2781,20.98,0.00095,0,L2781,20.98,Leak_2196
L2781,30.08,0.00082,1,L2781_1,9.1,Leak_2197
L2781,36,0.00092,2,L2781_2,5.92,Leak_2198
L2781,58.5,0.03275,3,L2781_3,22.5,Leak_2199
L2781,84.42,0.00077,4,L2781_4,25.92,Leak_2200
L2782,2.13,0.00013,0,L2782,2.13,Leak_2201
L2784,86.68,0.00358,0,L2784,86.68,Leak_2202
L2785,40.32,0.00033,0,L2785,40.32,Leak_2203
L2785,40.7,0.00031,1,L2785_1,0.38,Leak_2204
L2787,24.34,0.00299,0,L2787,24.34,Leak_2205
L2789,4.14,0.000043,0,L2789,4.14,Leak_2206
L279,5.53,0.00189,0,L279,5.53,Leak_2207
L2790,29.75,0.00331,0,L2790,29.75,Leak_2208
L2792,1.7,0.00008,0,L2792,1.7,Leak_2209
L2796,12.14,0.00109,0,L2796,12.14,Leak_2210
L2797,1.81,0.00018,0,L2797,1.81,Leak_2211
L2797,5.24,0.03725,1,L2797_1,3.43,Leak_2212
L2799,9.13,0.00052,0,L2799,9.13,Leak_2213
L2799,38.02,0.00055,1,L2799_1,28.89,Leak_2214
L280,44.47,0.00184,0,L280,44.47,Leak_2215
L2801,2.22,0.00011,0,L2801,2.22,Leak_2216
L2802,27.98,0.00107,0,L2802,27.98,Leak_2217
L2803,25,0.00047,0,L2803,25,Leak_2218
L2803,32.95,0.0004,1,L2803_1,7.95,Leak_2219
L2804,96.25,0.00162,0,L2804,96.25,Leak_2220
L2806,98.27,0.00174,0,L2806,98.27,Leak_2221
L2808,4.32,0.00018,0,L2808,4.32,Leak_2222
L2809,22.47,0.00098,0,L2809,22.47,Leak_2223
L281,17.37,0.00035,0,L281,17.37,Leak_2224
L281,22.52,0.00042,1,L281_1,5.15,Leak_2225
L2810,41.31,0.0013,0,L2810,41.31,Leak_2226
L2810,47.41,0.00141,1,L2810_1,6.1,Leak_2227
L2811,24.87,0.00031,0,L2811,24.87,Leak_2228
L2811,38.59,0.00028,1,L2811_1,13.72,Leak_2229
L2812,6.43,0.00014,0,L2812,6.43,Leak_2230
L2813,11.28,0.00037,0,L2813,11.28,Leak_2231
L2814,63.7,0.0017,0,L2814,63.7,Leak_2232
L2815,19.62,0.00069,0,L2815,19.62,Leak_2233
L2815,20.93,0.00906,1,L2815_1,1.31,Leak_2234
L2815,63.59,0.00074,2,L2815_2,42.66,Leak_2235
L2817,3.95,0.00014,0,L2817,3.95,Leak_2236
L2818,5.73,0.0001,0,L2818,5.73,Leak_2237
L2818,54.1,0.000098,1,L2818_1,48.37,Leak_2238
L2819,3.93,0.00281,0,L2819,3.93,Leak_2239
L2819,5.92,0.00011,1,L2819_1,1.99,Leak_2240
L2820,11.57,0.00207,0,L2820,11.57,Leak_2241
L2821,21.79,0.00054,0,L2821,21.79,Leak_2242
L2821,25.02,0.02289,1,L2821_1,3.23,Leak_2243
L2821,27.35,0.00055,2,L2821_2,2.33,Leak_2244
L2822,0.08,0.000062,0,L2822,0.08,Leak_2245
L2824,102.47,0.00138,0,L2824,102.47,Leak_2246
L2825,77.72,0.00127,0,L2825,77.72,Leak_2247
L2825,124.5,0.00125,1,L2825_1,46.78,Leak_2248
L2829,2.03,0.000046,0,L2829,2.03,Leak_2249
L283,56.16,0.00167,0,L283,56.16,Leak_2250
L283,107.4,0.00159,1,L283_1,51.24,Leak_2251
L2830,5.89,0.00017,0,L2830,5.89,Leak_2252
L2831,69.19,0.04516,0,L2831,69.19,Leak_2253
L2832,9.76,0.00107,0,L2832,9.76,Leak_2254
L2833,38.27,0.00095,0,L2833,38.27,Leak_2255
L2836,0.38,0.00011,0,L2836,0.38,Leak_2256
L2838,3.72,0.0001,0,L2838,3.72,Leak_2257
L2839,10.14,0.0006,0,L2839,10.14,Leak_2258
L284,53.45,0.00428,0,L284,53.45,Leak_2259
L2841,106.53,0.00217,0,L2841,106.53,Leak_2260
L2843,28.97,0.000032,0,L2843,28.97,Leak_2261
L2844,2.46,0.000082,0,L2844,2.46,Leak_2262
L2846,13.05,0.000043,0,L2846,13.05,Leak_2263
L2846,81.99,0.000046,1,L2846_1,68.94,Leak_2264
L2848,2.03,0.000051,0,L2848,2.03,Leak_2265
L2849,84.91,0.00463,0,L2849,84.91,Leak_2266
L2850,84.11,0.00171,0,L2850,84.11,Leak_2267
L2850,150.41,0.00143,1,L2850_1,66.3,Leak_2268
L2851,7.92,0.00067,0,L2851,7.92,Leak_2269
L2851,57.74,0.00064,1,L2851_1,49.82,Leak_2270
L2851,131.6,0.00066,2,L2851_2,73.86,Leak_2271
L2853,102.39,0.00444,0,L2853,102.39,Leak_2272
L2854,12.62,0.00058,0,L2854,12.62,Leak_2273
L2855,2.37,0.00062,0,L2855,2.37,Leak_2274
L2856,17.53,0.00081,0,L2856,17.53,Leak_2275
L2856,62.4,0.00071,1,L2856_1,44.87,Leak_2276
L2856,89.38,0.00071,2,L2856_2,26.98,Leak_2277
L2857,2.81,0.0003,0,L2857,2.81,Leak_2278
L2859,40.83,0.01442,0,L2859,40.83,Leak_2279
L2859,41.97,0.00162,1,L2859_1,1.14,Leak_2280
L2859,99.03,0.00174,2,L2859_2,57.06,Leak_2281
L286,4.74,0.00014,0,L286,4.74,Leak_2282
L2860,78.62,0.00233,0,L2860,78.62,Leak_2283
L2861,22.31,0.00446,0,L2861,22.31,Leak_2284
L2861,49.26,0.0037,1,L2861_1,26.95,Leak_2285
L2861,155.92,0.00389,2,L2861_2,106.66,Leak_2286
L2864,255.28,0.0067,0,L2864,255.28,Leak_2287
L2865,5.14,0.00021,0,L2865,5.14,Leak_2288
L2865,23.09,0.00023,1,L2865_1,17.95,Leak_2289
L2867,31.21,0.00133,0,L2867,31.21,Leak_2290
L2867,109.57,0.00136,1,L2867_1,78.36,Leak_2291
L2867,191.6,0.00117,2,L2867_2,82.03,Leak_2292
L2870,27.09,0.00108,0,L2870,27.09,Leak_2293
L2870,114.73,0.00108,1,L2870_1,87.64,Leak_2294
L2870,145.62,0.00113,2,L2870_2,30.89,Leak_2295
L2870,232.32,0.00102,3,L2870_3,86.7,Leak_2296
L2871,5.81,0.02106,0,L2871,5.81,Leak_2297
L2871,44.23,0.00088,1,L2871_1,38.42,Leak_2298
L2872,0.58,0.00074,0,L2872,0.58,Leak_2299
L2873,11.45,0.00034,0,L2873,11.45,Leak_2300
L2874,5.87,0.00024,0,L2874,5.87,Leak_2301
L2875,86.36,0.00168,0,L2875,86.36,Leak_2302
L2875,155.22,0.00157,1,L2875_1,68.86,Leak_2303
L2875,205.46,0.00156,2,L2875_2,50.24,Leak_2304
L2877,199.13,0.00201,0,L2877,199.13,Leak_2305
L2877,213.11,0.00208,1,L2877_1,13.98,Leak_2306
L2878,92.53,0.00191,0,L2878,92.53,Leak_2307
L2878,162.57,0.00155,1,L2878_1,70.04,Leak_2308
L2879,2.48,0.00016,0,L2879,2.48,Leak_2309
L288,8.93,0.00122,0,L288,8.93,Leak_2310
L2880,107.73,0.00207,0,L2880,107.73,Leak_2311
L2880,182.66,0.00206,1,L2880_1,74.93,Leak_2312
L2880,205.17,0.00209,2,L2880_2,22.51,Leak_2313
